date,lat,lon,temperature_2m_max,temperature_2m_mean,wind_speed_10m_mean,wind_speed_10m_max,precipitation_sum
2025-12-18 00:00:00+00:00,59.875,-130.5,-24.222,-27.307413,7.043091,13.237039,0.0
2025-12-18 00:00:00+00:00,59.875,-130.25,-24.8665,-26.656082,4.599703,10.1887,0.8000001
2025-12-18 00:00:00+00:00,59.875,-130.0,-24.038502,-26.715584,4.4320097,5.4119864,0.8000001
2025-12-18 00:00:00+00:00,59.875,-129.75,-21.8115,-25.740667,4.6875744,7.5599995,1.0000001
2025-12-18 00:00:00+00:00,59.875,-129.5,-24.165,-26.508753,3.5279865,6.519877,1.2000002
2025-12-18 00:00:00+00:00,59.875,-129.25,-22.759,-25.24025,5.6988473,7.24486,0.8000001
2025-12-18 00:00:00+00:00,59.875,-129.0,-22.489,-26.14525,4.5415797,6.28713,0.8000001
2025-12-18 00:00:00+00:00,59.875,-128.75,-23.373001,-25.758415,2.5767357,5.0528407,1.3000002
2025-12-18 00:00:00+00:00,59.875,-128.5,-24.262,-26.572416,3.5910368,4.802999,1.3000002
2025-12-18 00:00:00+00:00,59.875,-128.25,-23.743,-26.534666,2.658962,4.0249224,1.2000002
2025-12-18 00:00:00+00:00,59.875,-128.0,-24.2945,-26.477835,2.2607071,3.6,1.5000002
2025-12-18 00:00:00+00:00,59.875,-127.75,-25.4855,-26.841751,1.7018667,3.396233,1.2000002
2025-12-18 00:00:00+00:00,59.875,-127.5,-24.803501,-25.951418,3.461598,4.379589,1.0000001
2025-12-18 00:00:00+00:00,59.875,-127.25,-25.030499,-26.582582,2.929749,4.3349743,1.8000003
2025-12-18 00:00:00+00:00,59.875,-127.0,-20.789501,-24.662416,3.9778652,6.489992,0.9000001
2025-12-18 00:00:00+00:00,59.875,-126.75,-23.917,-26.158667,4.254788,9.726664,1.8000003
2025-12-18 00:00:00+00:00,59.875,-126.5,-23.8885,-26.117668,4.7075057,7.69592,1.6000003
2025-12-18 00:00:00+00:00,59.875,-126.25,-21.4465,-24.256918,3.1677299,6.28713,1.4000002
2025-12-18 00:00:00+00:00,59.875,-126.0,-22.243,-23.878418,3.0957284,6.9527545,1.4000002
2025-12-18 00:00:00+00:00,59.875,-125.75,-22.095,-24.090834,5.1837735,11.252519,1.9000003
2025-12-18 00:00:00+00:00,59.875,-125.5,-23.5935,-25.051836,5.1993747,10.799999,2.0000002
2025-12-18 00:00:00+00:00,59.875,-125.25,-22.846,-24.15225,6.2506475,13.684735,2.2
2025-12-18 00:00:00+00:00,59.875,-125.0,-22.174501,-24.459915,3.9993422,6.638072,1.9000003
2025-12-18 00:00:00+00:00,59.875,-124.75,-20.4385,-22.253088,3.6562803,6.151683,2.0000002
2025-12-18 00:00:00+00:00,59.875,-124.5,-23.958,-25.087166,2.5022092,4.5536795,1.8000003
2025-12-18 00:00:00+00:00,59.875,-124.25,-20.936,-23.529747,2.4388943,3.7064266,1.7000003
2025-12-18 00:00:00+00:00,59.875,-124.0,-21.691,-25.322248,3.6405296,14.05845,2.0000002
2025-12-18 00:00:00+00:00,59.875,-123.75,-19.394,-24.683586,3.8321633,15.629971,1.8000002
2025-12-18 00:00:00+00:00,59.875,-123.5,-20.837,-24.343252,6.19141,16.75064,1.7000003
2025-12-18 00:00:00+00:00,59.875,-123.25,-21.393,-24.309668,7.393949,18.681883,1.9000002
2025-12-18 00:00:00+00:00,59.875,-123.0,-22.222,-26.084501,5.4631467,12.783802,2.0000002
2025-12-18 00:00:00+00:00,59.875,-122.75,-22.1105,-26.260504,4.664655,9.47012,2.2
2025-12-18 00:00:00+00:00,59.875,-122.5,-22.382,-26.269499,4.492827,7.9932976,2.1000001
2025-12-18 00:00:00+00:00,59.875,-122.25,-22.460001,-26.347502,4.492827,7.9932976,2.1000001
2025-12-18 00:00:00+00:00,59.875,-122.0,-22.478,-27.20092,4.1032567,8.699793,2.0000002
2025-12-18 00:00:00+00:00,59.875,-121.75,-21.6395,-26.01658,4.8310575,10.464797,2.0000002
2025-12-18 00:00:00+00:00,59.875,-121.5,-21.83,-25.946669,4.886552,9.339208,1.7000002
2025-12-18 00:00:00+00:00,59.875,-121.25,-21.758501,-25.875168,4.886552,9.339208,1.7000002
2025-12-18 00:00:00+00:00,59.875,-121.0,-21.657,-25.048666,6.0833154,12.074766,1.9000002
2025-12-18 00:00:00+00:00,59.875,-120.75,-22.1275,-25.70667,5.4677877,11.269782,1.8000002
2025-12-18 00:00:00+00:00,59.875,-120.5,-22.532,-26.592413,5.504421,13.979872,1.5000001
2025-12-18 00:00:00+00:00,59.875,-120.25,-23.029001,-26.962334,5.236857,13.089354,1.8000002
2025-12-18 00:00:00+00:00,59.875,-120.0,-23.166,-27.39309,4.7196712,12.72283,1.4000001
2025-12-18 00:00:00+00:00,59.875,-119.75,-23.243,-27.297165,5.9161153,11.113451,1.3000001
2025-12-18 00:00:00+00:00,59.875,-119.5,-22.6,-27.216661,5.664045,10.630672,0.8000001
2025-12-18 00:00:00+00:00,59.875,-119.25,-22.132,-26.748665,5.664045,10.630672,0.8000001
2025-12-18 00:00:00+00:00,59.875,-119.0,-22.1805,-26.37425,5.220796,12.10157,0.70000005
2025-12-18 00:00:00+00:00,59.875,-118.75,-22.561,-26.098497,5.209821,13.202726,0.6
2025-12-18 00:00:00+00:00,59.875,-118.5,-21.946,-25.731415,5.1930857,12.7279215,0.5
2025-12-18 00:00:00+00:00,59.875,-118.25,-23.088999,-26.332747,5.502961,10.383987,0.70000005
2025-12-18 00:00:00+00:00,59.875,-118.0,-22.0695,-26.84867,3.89375,6.638072,0.70000005
2025-12-18 00:00:00+00:00,59.875,-117.75,-21.049,-25.0615,2.9961324,7.9932966,0.70000005
2025-12-18 00:00:00+00:00,59.875,-117.5,-22.458,-25.385084,4.097525,8.942214,0.6
2025-12-18 00:00:00+00:00,59.875,-117.25,-21.6915,-25.076918,6.1065364,10.703569,0.6
2025-12-18 00:00:00+00:00,59.875,-117.0,-21.078,-26.177996,5.043325,10.383987,0.5
2025-12-18 00:00:00+00:00,59.875,-116.75,-22.154501,-26.664915,7.5241976,11.609651,0.70000005
2025-12-18 00:00:00+00:00,59.875,-116.5,-22.675999,-27.601,7.734272,11.440979,0.4
2025-12-18 00:00:00+00:00,59.875,-116.25,-23.267,-26.894087,8.417749,12.682018,0.5
2025-12-18 00:00:00+00:00,59.875,-116.0,-23.256,-26.451836,7.627073,13.004922,0.3
2025-12-18 00:00:00+00:00,59.875,-115.75,-23.0865,-26.157333,6.8550143,10.805998,0.2
2025-12-18 00:00:00+00:00,59.875,-115.5,-22.039,-24.755669,5.1104116,7.9036193,0.2
2025-12-18 00:00:00+00:00,59.875,-115.25,-22.05,-24.26042,4.867193,7.491114,0.2
2025-12-18 00:00:00+00:00,59.875,-115.0,-22.459501,-25.532415,4.344961,6.489992,0.2
2025-12-18 00:00:00+00:00,59.875,-114.75,-22.335499,-26.3105,3.2983239,4.829907,0.1
2025-12-18 00:00:00+00:00,59.875,-114.5,-24.3585,-27.252249,3.3201787,4.802999,0.3
2025-12-18 00:00:00+00:00,59.875,-114.25,-24.2455,-27.805916,3.5106254,5.506941,0.3
2025-12-18 00:00:00+00:00,59.875,-114.0,-25.035,-27.639168,3.3866658,5.154415,0.2
2025-12-18 00:00:00+00:00,59.625,-141.75,2.9,1.0749999,12.689373,17.418196,13.2
2025-12-18 00:00:00+00:00,59.625,-141.5,2.75,0.9708335,13.755474,22.608458,4.2999997
2025-12-18 00:00:00+00:00,59.625,-141.25,2.9,1.3583332,12.615076,21.605999,1.6999999
2025-12-18 00:00:00+00:00,59.75,-140.875,2.677,0.8040833,11.241567,15.893093,0.0
2025-12-18 00:00:00+00:00,59.75,-140.75,-2.4729998,-3.0959165,9.400424,10.990322,0.0
2025-12-18 00:00:00+00:00,59.75,-140.5,1.2935,-0.41483328,10.842452,15.379206,0.0
2025-12-18 00:00:00+00:00,59.75,-140.375,-3.7064998,-5.0919166,9.483136,10.538843,0.0
2025-12-18 00:00:00+00:00,59.625,-140.0,1.7,-0.03125005,22.197346,27.943512,0.0
2025-12-18 00:00:00+00:00,59.625,-139.75,2.35,0.06041667,17.716316,23.667091,0.0
2025-12-18 00:00:00+00:00,59.5,-139.5,-2.704,-4.1227503,9.03871,11.384199,0.0
